,Round_1,Round_2,Round_3,Round_4,Round_5,Round_6,Round_7,Round_8,Round_9,Round_10,Round_11,Round_12,Round_13,Round_14,Round_15,Round_16,Round_17,Round_18,Round_19,Round_20,Round_21,Round_22,Round_23,Round_24,Round_25,Round_26,Round_27,Round_28,Round_29,Round_30,Test path idxs
0,0.259769399474543,0.1473849512733367,0.0764053481823298,0.0719061453330888,0.0698265684134663,0.0705622375840287,0.0735740040976694,0.0716322935453622,0.0729124830915403,0.074492533819048,0.0736266593843673,0.0731803383183447,0.0748898427355992,0.07581595251089,0.0763277199591794,0.0766403148345789,0.0776859474387829,0.079171931644057,0.0788304213048846,0.0785132376730335,0.0799463393822473,0.0824054045300695,0.0825700199335009,0.0839021284370191,0.0814077912793632,0.0836039996201017,0.0815964952472933,0.0809539337161197,0.0793481468526181,0.0785768162896039,[10  9  0  8]
1,0.3163749239461214,0.1368884696003552,0.0801407483569009,0.0827577346444731,0.0816443769127242,0.0838332475568736,0.0843738454077803,0.0841117068859893,0.083314168428859,0.0798682183778204,0.078977445969819,0.0786597224436694,0.0774110555840934,0.0764378226771682,0.0760334897050397,0.0744504414361319,0.0743705024373297,0.0740357083900178,0.0736367050103284,0.0742627335701522,0.0747178056179585,0.0734695182827058,0.0738288447651241,0.073708054103661,0.0731924481710215,0.0734026822678466,0.0737617735488079,0.0749617619121711,0.0750519576103033,0.0758669947576784,[2 5 3 9]
2,0.2313499730758735,0.1407198867578619,0.1153287661332115,0.1266111483921524,0.1241137430882572,0.1255475846621886,0.1251853535741376,0.1293830736962462,0.1287957459119559,0.1331780298953589,0.1307465393845992,0.1301008169493374,0.1312105994422401,0.1309126823507898,0.1286666949338919,0.1320557460833911,0.1255383105844725,0.1267343975078447,0.1269219046230507,0.1284571181685792,0.127712618020812,0.1308715701549141,0.1258025867800173,0.124904141010788,0.1244435459039928,0.1245302440503836,0.1213691899039426,0.121532456565996,0.1202348911050939,0.1220926056350878,[ 7  8 11  1]
3,0.2255960130146656,0.1550596848988805,0.0732753692655557,0.0750234415660461,0.0807240278640541,0.0796254468250457,0.079896499742971,0.0831326618815945,0.0813188292769194,0.0828308407777727,0.0820069358307535,0.077572802019807,0.0772010491893647,0.0769413449158563,0.0778376550939848,0.0759918327836327,0.0774763169438371,0.0746371432141227,0.0763705979747679,0.0734095981777336,0.073784662656823,0.0745754645944797,0.0746356854259609,0.0746305326131501,0.0750211087207654,0.0758285493562444,0.0758818681816496,0.0764160749403695,0.0760501502080138,0.0754427576881836,[1 5 6 7]
4,0.3375024857428024,0.17384225870918,0.111946589286576,0.1110594076176356,0.1096537202415853,0.10952412269548,0.1098912491350044,0.1086830674326573,0.1100941597279833,0.1092924868488441,0.1084409612293302,0.1069990186587256,0.1074492515167798,0.1112761890036673,0.1128599260030275,0.1212362917264397,0.1244023039333011,0.1231286971052191,0.1211618051454627,0.1208195397404814,0.1201980591912268,0.1213578801073758,0.1194610292414167,0.1174494164160632,0.1152925879697222,0.1144930651141157,0.1155996429937914,0.1160299291233208,0.1156827951746024,0.1182374298021447,[ 4  9 10 11]
5,0.1888990101998585,0.0786892528146074,0.0749527276283486,0.0771960794662512,0.0718249892768553,0.0755133502843292,0.07360351207091,0.0720817396133092,0.0745507128714752,0.0719145250567857,0.0729730953081593,0.0711479453238007,0.0744942291312463,0.0739849389112557,0.0755670089731625,0.0753604035516834,0.0780817411829472,0.0778978816443092,0.077699333703173,0.0784305184691107,0.0811695062730332,0.0811710587181938,0.0830702975145036,0.0859988955196305,0.0829000922215668,0.0838454289920201,0.0850921087415984,0.0840137022691294,0.0867743754038032,0.0857066396663436,[ 1  8  0 10]
6,0.449229086609601,0.1443489588173741,0.0640128386867124,0.0611137690329366,0.0560066226819195,0.0569973152514632,0.0576372493934246,0.057272603583775,0.0579618725810841,0.0576057194079513,0.0564923566073617,0.0574408308808859,0.0574206413505556,0.0565743593454176,0.0596984070954942,0.0576823922704937,0.0604455184250659,0.0578765429735096,0.0574513614009037,0.0573318393341982,0.0586133371888634,0.0605263982522651,0.0584539723391252,0.0587100782941133,0.0575793588203579,0.0605580322999714,0.0597464971203571,0.0606708450683722,0.0577107043761181,0.0573932190582473,[8 5 6 3]
7,0.3804140866613507,0.1436278821116284,0.1053902129093737,0.1066895140636833,0.1011888844122612,0.101947947996689,0.1013824479010681,0.1017225111658108,0.1029916285944483,0.1010142480030904,0.1019676039425016,0.1020562489772717,0.1019895272495091,0.1012345043346053,0.1051158051316549,0.1042003321801273,0.1035603622988037,0.1024741528219455,0.1043074665980078,0.1057316833186164,0.1065568197099148,0.1080699961249698,0.1081534069898715,0.1094365515287965,0.1075351403381862,0.1066113202140426,0.110856932328106,0.108898654660749,0.1069973709718438,0.1084487361001005,[ 8  6  9 11]
8,0.1888990101998585,0.0786892528146074,0.0749527276283486,0.0771960794662512,0.0718249892768553,0.0755133502843292,0.07360351207091,0.0720817396133092,0.0745507128714752,0.0719145250567857,0.0729730953081593,0.0711479453238007,0.0744942291312463,0.0739849389112557,0.0755670089731625,0.0753604035516834,0.0780817411829472,0.0778978816443092,0.077699333703173,0.0784305184691107,0.0811695062730332,0.0811710587181938,0.0830702975145036,0.0859988955196305,0.0829000922215668,0.0838454289920201,0.0850921087415984,0.0840137022691294,0.0867743754038032,0.0857066396663436,[ 1  8  0 10]
9,0.449229086609601,0.1443489588173741,0.0640128386867124,0.0611137690329366,0.0560066226819195,0.0569973152514632,0.0576372493934246,0.057272603583775,0.0579618725810841,0.0576057194079513,0.0564923566073617,0.0574408308808859,0.0574206413505556,0.0565743593454176,0.0596984070954942,0.0576823922704937,0.0604455184250659,0.0578765429735096,0.0574513614009037,0.0573318393341982,0.0586133371888634,0.0605263982522651,0.0584539723391252,0.0587100782941133,0.0575793588203579,0.0605580322999714,0.0597464971203571,0.0606708450683722,0.0577107043761181,0.0573932190582473,[8 5 6 3]
